PassengerId,Survived,Pclass,Name,Sex,Age,Fare,Cabin,Embarked,Family
445,1,3,Mr,male,26,8.1125,M,S,1
446,1,1,Master,male,4,81.8583,A,S,3
447,1,2,Miss,female,13,19.5,M,S,2
448,1,1,Mr,male,34,26.55,M,S,1
449,1,3,Miss,female,5,19.2583,M,C,4
450,1,1,Mr,male,52,30.5,C,S,1
451,0,2,Mr,male,36,27.75,M,S,4
452,0,3,Mr,male,26,19.9667,M,S,2
453,0,1,Mr,male,30,27.75,C,C,1
454,1,1,Mr,male,49,89.1042,C,C,2
455,0,3,Mr,male,26,8.05,M,S,1
456,1,3,Mr,male,29,7.8958,M,C,1
457,0,1,Mr,male,65,26.55,E,S,1
458,1,1,Mrs,female,34,51.8625,D,S,2
459,1,2,Miss,female,50,10.5,M,S,1
460,0,3,Mr,male,26,7.75,M,Q,1
461,1,1,Mr,male,48,26.55,E,S,1
462,0,3,Mr,male,34,8.05,M,S,1
463,0,1,Mr,male,47,38.5,E,S,1
464,0,2,Mr,male,48,13.0,M,S,1
465,0,3,Mr,male,26,8.05,M,S,1
466,0,3,Mr,male,38,7.05,M,S,1
467,0,2,Mr,male,30,0.0,M,S,1
468,0,1,Mr,male,56,26.55,M,S,1
469,0,3,Mr,male,26,7.725,M,Q,1
470,1,3,Miss,female,0,19.2583,M,C,4
471,0,3,Mr,male,26,7.25,M,S,1
472,0,3,Mr,male,38,8.6625,M,S,1
473,1,2,Mrs,female,33,27.75,M,S,4
474,1,2,Mrs,female,23,13.7917,D,C,1
475,0,3,Miss,female,22,9.8375,M,S,1
476,0,1,Mr,male,41,52.0,A,S,1
477,0,2,Mr,male,34,21.0,M,S,2
478,0,3,Mr,male,29,7.0458,M,S,2
479,0,3,Mr,male,22,7.5208,M,S,1
480,1,3,Miss,female,2,12.2875,M,S,2
481,0,3,Master,male,9,46.9,M,S,8
482,0,2,Mr,male,30,0.0,M,S,1
483,0,3,Mr,male,50,8.05,M,S,1
484,1,3,Mrs,female,63,9.5875,M,S,1
485,1,1,Mr,male,25,91.0792,B,C,2
486,0,3,Miss,female,21,25.4667,M,S,5
487,1,1,Mrs,female,35,90.0,C,S,2
488,0,1,Mr,male,58,29.7,B,C,1
489,0,3,Mr,male,30,8.05,M,S,1
490,1,3,Master,male,9,15.9,M,S,3
491,0,3,Mr,male,26,19.9667,M,S,2
492,0,3,Mr,male,21,7.25,M,S,1
493,0,1,Mr,male,55,30.5,C,S,1
494,0,1,Mr,male,71,49.5042,M,C,1
495,0,3,Mr,male,21,8.05,M,S,1
496,0,3,Mr,male,26,14.4583,M,C,1
497,1,1,Miss,female,54,78.2667,D,C,2
498,0,3,Mr,male,26,15.1,M,S,1
499,0,1,Mrs,female,25,151.55,C,S,4
500,0,3,Mr,male,24,7.7958,M,S,1
501,0,3,Mr,male,17,8.6625,M,S,1
502,0,3,Miss,female,21,7.75,M,Q,1
503,0,3,Miss,female,21,7.6292,M,Q,1
504,0,3,Miss,female,37,9.5875,M,S,1
505,1,1,Miss,female,16,86.5,B,S,1
506,0,1,Mr,male,18,108.9,C,C,2
507,1,2,Mrs,female,33,26.0,M,S,3
508,1,1,Mr,male,41,26.55,M,S,1
509,0,3,Mr,male,28,22.525,M,S,1
510,1,3,Mr,male,26,56.4958,M,S,1
511,1,3,Mr,male,29,7.75,M,Q,1
512,0,3,Mr,male,26,8.05,M,S,1
513,1,1,Mr,male,36,26.2875,E,S,1
514,1,1,Mrs,female,54,59.4,M,C,2
515,0,3,Mr,male,24,7.4958,M,S,1
516,0,1,Mr,male,47,34.0208,D,S,1
517,1,2,Mrs,female,34,10.5,F,S,1
518,0,3,Mr,male,26,24.15,M,Q,1
519,1,2,Mrs,female,36,26.0,M,S,2
520,0,3,Mr,male,32,7.8958,M,S,1
521,1,1,Miss,female,30,93.5,B,S,1
522,0,3,Mr,male,22,7.8958,M,S,1
523,0,3,Mr,male,26,7.225,M,C,1
524,1,1,Mrs,female,44,57.9792,B,C,2
525,0,3,Mr,male,26,7.2292,M,C,1
526,0,3,Mr,male,40,7.75,M,Q,1
527,1,2,Miss,female,50,10.5,M,S,1
528,0,1,Mr,male,41,221.7792,C,S,1
529,0,3,Mr,male,39,7.925,M,S,1
530,0,2,Mr,male,23,11.5,M,S,4
531,1,2,Miss,female,2,26.0,M,S,3
532,0,3,Mr,male,26,7.2292,M,C,1
533,0,3,Mr,male,17,7.2292,M,C,3
534,1,3,Mrs,female,21,22.3583,M,C,3
535,0,3,Miss,female,30,8.6625,M,S,1
536,1,2,Miss,female,7,26.25,M,S,3
537,0,1,Mr,male,45,26.55,B,S,1
538,1,1,Miss,female,30,106.425,M,C,1
539,0,3,Mr,male,26,14.5,M,S,1
540,1,1,Miss,female,22,49.5,B,C,3
541,1,1,Miss,female,36,71.0,B,S,3
542,0,3,Miss,female,9,31.275,M,S,7
543,0,3,Miss,female,11,31.275,M,S,7
544,1,2,Mr,male,32,26.0,M,S,2
545,0,1,Mr,male,50,106.425,C,C,2
546,0,1,Mr,male,64,26.0,M,S,1
547,1,2,Mrs,female,19,26.0,M,S,2
548,1,2,Mr,male,30,13.8625,M,C,1
549,0,3,Mr,male,33,20.525,M,S,3
550,1,2,Master,male,8,36.75,M,S,3
551,1,1,Mr,male,17,110.8833,C,C,3
552,0,2,Mr,male,27,26.0,M,S,1
553,0,3,Mr,male,26,7.8292,M,Q,1
554,1,3,Mr,male,22,7.225,M,C,1
555,1,3,Miss,female,22,7.775,M,S,1
556,0,1,Mr,male,62,26.55,M,S,1
557,1,1,Mrs,female,48,39.6,A,C,2
558,0,1,Mr,male,41,227.525,M,C,1
559,1,1,Mrs,female,39,79.65,E,S,3
560,1,3,Mrs,female,36,17.4,M,S,2
561,0,3,Mr,male,26,7.75,M,Q,1
562,0,3,Mr,male,40,7.8958,M,S,1
563,0,2,Mr,male,28,13.5,M,S,1
564,0,3,Mr,male,26,8.05,M,S,1
565,0,3,Miss,female,21,8.05,M,S,1
566,0,3,Mr,male,24,24.15,M,S,3
567,0,3,Mr,male,19,7.8958,M,S,1
568,0,3,Mrs,female,29,21.075,M,S,5
569,0,3,Mr,male,26,7.2292,M,C,1
570,1,3,Mr,male,32,7.8542,M,S,1
571,1,2,Mr,male,62,10.5,M,S,1
572,1,1,Mrs,female,53,51.4792,C,S,3
573,1,1,Mr,male,36,26.3875,E,S,1
574,1,3,Miss,female,21,7.75,M,Q,1
575,0,3,Mr,male,16,8.05,M,S,1
576,0,3,Mr,male,19,14.5,M,S,1
577,1,2,Miss,female,34,13.0,M,S,1
578,1,1,Mrs,female,39,55.9,E,S,2
579,0,3,Mrs,female,21,14.4583,M,C,2
580,1,3,Mr,male,32,7.925,M,S,1
581,1,2,Miss,female,25,30.0,M,S,3
582,1,1,Mrs,female,39,110.8833,C,C,3
583,0,2,Mr,male,54,26.0,M,S,1
584,0,1,Mr,male,36,40.125,A,C,1
585,0,3,Mr,male,26,8.7125,M,C,1
586,1,1,Miss,female,18,79.65,E,S,3
587,0,2,Mr,male,47,15.0,M,S,1
588,1,1,Mr,male,60,79.2,B,C,3
589,0,3,Mr,male,22,8.05,M,S,1
590,0,3,Mr,male,26,8.05,M,S,1
591,0,3,Mr,male,35,7.125,M,S,1
592,1,1,Mrs,female,52,78.2667,D,C,2
593,0,3,Mr,male,47,7.25,M,S,1
594,0,3,Miss,female,21,7.75,M,Q,3
595,0,2,Mr,male,37,26.0,M,S,2
596,0,3,Mr,male,36,24.15,M,S,3
597,1,2,Miss,female,28,33.0,M,S,1
598,0,3,Mr,male,49,0.0,M,S,1
599,0,3,Mr,male,26,7.225,M,C,1
600,1,1,Mr,male,49,56.9292,A,C,2
601,1,2,Mrs,female,24,27.0,M,S,4
602,0,3,Mr,male,26,7.8958,M,S,1
603,0,1,Mr,male,41,42.4,M,S,1
604,0,3,Mr,male,44,8.05,M,S,1
605,1,1,Mr,male,35,26.55,M,C,1
606,0,3,Mr,male,36,15.55,M,S,2
607,0,3,Mr,male,30,7.8958,M,S,1
608,1,1,Mr,male,27,30.5,M,S,1
609,1,2,Mrs,female,22,41.5792,M,C,4
610,1,1,Miss,female,40,153.4625,C,S,1
611,0,3,Mrs,female,39,31.275,M,S,7
612,0,3,Mr,male,26,7.05,M,S,1
613,1,3,Miss,female,21,15.5,M,Q,2
614,0,3,Mr,male,26,7.75,M,Q,1
615,0,3,Mr,male,35,8.05,M,S,1
616,1,2,Miss,female,24,65.0,M,S,4
617,0,3,Mr,male,34,14.4,M,S,3
618,0,3,Mrs,female,26,16.1,M,S,2
619,1,2,Miss,female,4,39.0,F,S,4
620,0,2,Mr,male,26,10.5,M,S,1
621,0,3,Mr,male,27,14.4542,M,C,2
622,1,1,Mr,male,42,52.5542,D,S,2
623,1,3,Mr,male,20,15.7417,M,C,3
624,0,3,Mr,male,21,7.8542,M,S,1
625,0,3,Mr,male,21,16.1,M,S,1
626,0,1,Mr,male,61,32.3208,D,S,1
627,0,2,Other,male,57,12.35,M,Q,1
628,1,1,Miss,female,21,77.9583,D,S,1
629,0,3,Mr,male,26,7.8958,M,S,1
630,0,3,Mr,male,26,7.7333,M,Q,1
631,1,1,Mr,male,80,30.0,A,S,1
632,0,3,Mr,male,51,7.0542,M,S,1
633,1,1,Mrs,male,32,30.5,B,C,1
634,0,1,Mr,male,41,0.0,M,S,1
635,0,3,Miss,female,9,27.9,M,S,6
636,1,2,Miss,female,28,13.0,M,S,1
637,0,3,Mr,male,32,7.925,M,S,1
638,0,2,Mr,male,31,26.25,M,S,3
639,0,3,Mrs,female,41,39.6875,M,S,6
640,0,3,Mr,male,26,16.1,M,S,2
641,0,3,Mr,male,20,7.8542,M,S,1
642,1,1,Miss,female,24,69.3,B,C,1
643,0,3,Miss,female,2,27.9,M,S,6
644,1,3,Mr,male,26,56.4958,M,S,1
645,1,3,Miss,female,0,19.2583,M,C,4
646,1,1,Mr,male,48,76.7292,D,C,2
647,0,3,Mr,male,19,7.8958,M,S,1
648,1,1,Other,male,56,35.5,A,C,1
649,0,3,Mr,male,26,7.55,M,S,1
650,1,3,Miss,female,23,7.55,M,S,1
651,0,3,Mr,male,26,7.8958,M,S,1
652,1,2,Miss,female,18,23.0,M,S,2
653,0,3,Mr,male,21,8.4333,M,S,1
654,1,3,Miss,female,21,7.8292,M,Q,1
655,0,3,Miss,female,18,6.75,M,Q,1
656,0,2,Mr,male,24,73.5,M,S,3
657,0,3,Mr,male,26,7.8958,M,S,1
658,0,3,Mrs,female,32,15.5,M,Q,3
659,0,2,Mr,male,23,13.0,M,S,1
660,0,1,Mr,male,58,113.275,D,C,3
661,1,1,Mrs,male,50,133.65,M,S,3
662,0,3,Mr,male,40,7.225,M,C,1
663,0,1,Mr,male,47,25.5875,E,S,1
664,0,3,Mr,male,36,7.4958,M,S,1
665,1,3,Mr,male,20,7.925,M,S,2
666,0,2,Mr,male,32,73.5,M,S,3
667,0,2,Mr,male,25,13.0,M,S,1
668,0,3,Mr,male,26,7.775,M,S,1
669,0,3,Mr,male,43,8.05,M,S,1
670,1,1,Mrs,female,34,52.0,C,S,2
671,1,2,Mrs,female,40,39.0,M,S,3
672,0,1,Mr,male,31,52.0,B,S,2
673,0,2,Mr,male,70,10.5,M,S,1
674,1,2,Mr,male,31,13.0,M,S,1
675,0,2,Mr,male,30,0.0,M,S,1
676,0,3,Mr,male,18,7.775,M,S,1
677,0,3,Mr,male,24,8.05,M,S,1
678,1,3,Miss,female,18,9.8417,M,S,1
679,0,3,Mrs,female,43,46.9,M,S,8
680,1,1,Mr,male,36,512.3292,B,C,2
681,0,3,Miss,female,21,8.1375,M,Q,1
682,1,1,Mr,male,27,76.7292,D,C,1
683,0,3,Mr,male,20,9.225,M,S,1
684,0,3,Mr,male,14,46.9,M,S,8
685,0,2,Mr,male,60,39.0,M,S,3
686,0,2,Mr,male,25,41.5792,M,C,4
687,0,3,Mr,male,14,39.6875,M,S,6
688,0,3,Mr,male,19,10.1708,M,S,1
689,0,3,Mr,male,18,7.7958,M,S,1
690,1,1,Miss,female,15,211.3375,B,S,2
691,1,1,Mr,male,31,57.0,B,S,2
692,1,3,Miss,female,4,13.4167,M,C,2
693,1,3,Mr,male,26,56.4958,M,S,1
694,0,3,Mr,male,25,7.225,M,C,1
695,0,1,Other,male,60,26.55,M,S,1
696,0,2,Mr,male,52,13.5,M,S,1
697,0,3,Mr,male,44,8.05,M,S,1
698,1,3,Miss,female,21,7.7333,M,Q,1
699,0,1,Mr,male,49,110.8833,C,C,3
700,0,3,Mr,male,42,7.65,F,S,1
701,1,1,Mrs,female,18,227.525,C,C,2
702,1,1,Mr,male,35,26.2875,E,S,1
703,0,3,Miss,female,18,14.4542,M,C,2
704,0,3,Mr,male,25,7.7417,M,Q,1
705,0,3,Mr,male,26,7.8542,M,S,2
706,0,2,Mr,male,39,26.0,M,S,1
707,1,2,Mrs,female,45,13.5,M,S,1
708,1,1,Mr,male,42,26.2875,E,S,1
709,1,1,Miss,female,22,151.55,M,S,1
710,1,3,Master,male,26,15.2458,M,C,3
711,1,1,Miss,female,24,49.5042,C,C,1
712,0,1,Mr,male,41,26.55,C,S,1
713,1,1,Mr,male,48,52.0,C,S,2
714,0,3,Mr,male,29,9.4833,M,S,1
715,0,2,Mr,male,52,13.0,M,S,1
716,0,3,Mr,male,19,7.65,F,S,1
717,1,1,Miss,female,38,227.525,C,C,1
718,1,2,Miss,female,27,10.5,E,S,1
719,0,3,Mr,male,26,15.5,M,Q,1
720,0,3,Mr,male,33,7.775,M,S,1
721,1,2,Miss,female,6,33.0,M,S,2
722,0,3,Mr,male,17,7.0542,M,S,2
723,0,2,Mr,male,34,13.0,M,S,1
724,0,2,Mr,male,50,13.0,M,S,1
725,1,1,Mr,male,27,53.1,E,S,2
726,0,3,Mr,male,20,8.6625,M,S,1
727,1,2,Mrs,female,30,21.0,M,S,4
728,1,3,Miss,female,21,7.7375,M,Q,1
729,0,2,Mr,male,25,26.0,M,S,2
730,0,3,Miss,female,25,7.925,M,S,2
731,1,1,Miss,female,29,211.3375,B,S,1
732,0,3,Mr,male,11,18.7875,M,C,1
733,0,2,Mr,male,30,0.0,M,S,1
734,0,2,Mr,male,23,13.0,M,S,1
735,0,2,Mr,male,23,13.0,M,S,1
736,0,3,Mr,male,28,16.1,M,S,1
737,0,3,Mrs,female,48,34.375,M,S,5
738,1,1,Mr,male,35,512.3292,B,C,1
739,0,3,Mr,male,26,7.8958,M,S,1
740,0,3,Mr,male,26,7.8958,M,S,1
741,1,1,Mr,male,41,30.0,D,S,1
742,0,1,Mr,male,36,78.85,C,S,2
743,1,1,Miss,female,21,262.375,B,C,5
744,0,3,Mr,male,24,16.1,M,S,2
745,1,3,Mr,male,31,7.925,M,S,1
746,0,1,Mr,male,70,71.0,B,S,3
747,0,3,Mr,male,16,20.25,M,S,3
748,1,2,Miss,female,30,13.0,M,S,1
749,0,1,Mr,male,19,53.1,D,S,2
750,0,3,Mr,male,31,7.75,M,Q,1
751,1,2,Miss,female,4,23.0,M,S,3
752,1,3,Master,male,6,12.475,E,S,2
753,0,3,Mr,male,33,9.5,M,S,1
754,0,3,Mr,male,23,7.8958,M,S,1
755,1,2,Mrs,female,48,65.0,M,S,4
756,1,2,Master,male,0,14.5,M,S,3
757,0,3,Mr,male,28,7.7958,M,S,1
758,0,2,Mr,male,18,11.5,M,S,1
759,0,3,Mr,male,34,8.05,M,S,1
760,1,1,Mrs,female,33,86.5,B,S,1
761,0,3,Mr,male,26,14.5,M,S,1
762,0,3,Mr,male,41,7.125,M,S,1
763,1,3,Mr,male,20,7.2292,M,C,1
764,1,1,Mrs,female,36,120.0,B,S,4
765,0,3,Mr,male,16,7.775,M,S,1
766,1,1,Mrs,female,51,77.9583,D,S,2
767,0,1,Mrs,male,41,39.6,M,C,1
768,0,3,Miss,female,30,7.75,M,Q,1
769,0,3,Mr,male,26,24.15,M,Q,2
770,0,3,Mr,male,32,8.3625,M,S,1
771,0,3,Mr,male,24,9.5,M,S,1
772,0,3,Mr,male,48,7.8542,M,S,1
773,0,2,Mrs,female,57,10.5,E,S,1
774,0,3,Mr,male,26,7.225,M,C,1
775,1,2,Mrs,female,54,23.0,M,S,5
776,0,3,Mr,male,18,7.75,M,S,1
777,0,3,Mr,male,26,7.75,F,Q,1
778,1,3,Miss,female,5,12.475,M,S,1
779,0,3,Mr,male,26,7.7375,M,Q,1
780,1,1,Mrs,female,43,211.3375,B,S,2
781,1,3,Miss,female,13,7.2292,M,C,1
782,1,1,Mrs,female,17,57.0,B,S,2
783,0,1,Mr,male,29,30.0,D,S,1
784,0,3,Mr,male,26,23.45,M,S,4
785,0,3,Mr,male,25,7.05,M,S,1
786,0,3,Mr,male,25,7.25,M,S,1
787,1,3,Miss,female,18,7.4958,M,S,1
788,0,3,Master,male,8,29.125,M,Q,6
789,1,3,Master,male,1,20.575,M,S,4
790,0,1,Mr,male,46,79.2,B,C,1
791,0,3,Mr,male,26,7.75,M,Q,1
792,0,2,Mr,male,16,26.0,M,S,1
793,0,3,Miss,female,21,69.55,M,S,11
794,0,1,Mr,male,41,30.6958,M,C,1
795,0,3,Mr,male,25,7.8958,M,S,1
796,0,2,Mr,male,39,13.0,M,S,1
797,1,1,Mrs,female,49,25.9292,D,S,1
798,1,3,Mrs,female,31,8.6833,M,S,1
799,0,3,Mr,male,30,7.2292,M,C,1
800,0,3,Mrs,female,30,24.15,M,S,3
801,0,2,Mr,male,34,13.0,M,S,1
802,1,2,Mrs,female,31,26.25,M,S,3
803,1,1,Master,male,11,120.0,B,S,4
804,1,3,Master,male,0,8.5167,M,C,2
805,1,3,Mr,male,27,6.975,M,S,1
806,0,3,Mr,male,31,7.775,M,S,1
807,0,1,Mr,male,39,0.0,A,S,1
808,0,3,Miss,female,18,7.775,M,S,1
809,0,2,Mr,male,39,13.0,M,S,1
810,1,1,Mrs,female,33,53.1,E,S,2
811,0,3,Mr,male,26,7.8875,M,S,1
812,0,3,Mr,male,39,24.15,M,S,1
813,0,2,Mr,male,35,10.5,M,S,1
814,0,3,Miss,female,6,31.275,M,S,7
815,0,3,Mr,male,30,8.05,M,S,1
816,0,1,Mr,male,41,0.0,B,S,1
817,0,3,Miss,female,23,7.925,M,S,1
818,0,2,Mr,male,31,37.0042,M,C,3
819,0,3,Mr,male,43,6.45,M,S,1
820,0,3,Master,male,10,27.9,M,S,6
821,1,1,Mrs,female,52,93.5,B,S,3
822,1,3,Mr,male,27,8.6625,M,S,1
823,0,1,Other,male,38,0.0,M,S,1
824,1,3,Mrs,female,27,12.475,E,S,2
825,0,3,Master,male,2,39.6875,M,S,6
826,0,3,Mr,male,26,6.95,M,Q,1
827,0,3,Mr,male,26,56.4958,M,S,1
828,1,2,Master,male,1,37.0042,M,C,3
829,1,3,Mr,male,26,7.75,M,Q,1
830,1,1,Mrs,female,62,80.0,B,S,1
831,1,3,Mrs,female,15,14.4542,M,C,2
832,1,2,Master,male,0,18.75,M,S,3
833,0,3,Mr,male,26,7.2292,M,C,1
834,0,3,Mr,male,23,7.8542,M,S,1
835,0,3,Mr,male,18,8.3,M,S,1
836,1,1,Miss,female,39,83.1583,E,C,3
837,0,3,Mr,male,21,8.6625,M,S,1
838,0,3,Mr,male,26,8.05,M,S,1
839,1,3,Mr,male,32,56.4958,M,S,1
840,1,1,Mr,male,41,29.7,C,C,1
841,0,3,Mr,male,20,7.925,M,S,1
842,0,2,Mr,male,16,10.5,M,S,1
843,1,1,Miss,female,30,31.0,M,C,1
844,0,3,Mr,male,34,6.4375,M,C,1
845,0,3,Mr,male,17,8.6625,M,S,1
846,0,3,Mr,male,42,7.55,M,S,1
847,0,3,Mr,male,26,69.55,M,S,11
848,0,3,Mr,male,35,7.8958,M,C,1
849,0,2,Other,male,28,33.0,M,S,2
850,1,1,Mrs,female,34,89.1042,C,C,2
851,0,3,Master,male,4,31.275,M,S,7
852,0,3,Mr,male,74,7.775,M,S,1
853,0,3,Miss,female,9,15.2458,M,C,3
854,1,1,Miss,female,16,39.4,D,S,2
855,0,2,Mrs,female,44,26.0,M,S,2
856,1,3,Mrs,female,18,9.35,M,S,2
857,1,1,Mrs,female,45,164.8667,M,S,3
858,1,1,Mr,male,51,26.55,E,S,1
859,1,3,Mrs,female,24,19.2583,M,C,4
860,0,3,Mr,male,26,7.2292,M,C,1
861,0,3,Mr,male,41,14.1083,M,S,3
862,0,2,Mr,male,21,11.5,M,S,2
863,1,1,Mrs,female,48,25.9292,D,S,1
864,0,3,Miss,female,21,69.55,M,S,11
865,0,2,Mr,male,24,13.0,M,S,1
866,1,2,Mrs,female,42,13.0,M,S,1
867,1,2,Miss,female,27,13.8583,M,C,2
868,0,1,Mr,male,31,50.4958,A,S,1
869,0,3,Mr,male,26,9.5,M,S,1
870,1,3,Master,male,4,11.1333,M,S,3
871,0,3,Mr,male,26,7.8958,M,S,1
872,1,1,Mrs,female,47,52.5542,D,S,3
873,0,1,Mr,male,33,5.0,B,S,1
874,0,3,Mr,male,47,9.0,M,S,1
875,1,2,Mrs,female,28,24.0,M,C,2
876,1,3,Miss,female,15,7.225,M,C,1
877,0,3,Mr,male,20,9.8458,M,S,1
878,0,3,Mr,male,19,7.8958,M,S,1
879,0,3,Mr,male,26,7.8958,M,S,1
880,1,1,Mrs,female,56,83.1583,C,C,2
881,1,2,Mrs,female,25,26.0,M,S,2
882,0,3,Mr,male,33,7.8958,M,S,1
883,0,3,Miss,female,22,10.5167,M,S,1
884,0,2,Mr,male,28,10.5,M,S,1
885,0,3,Mr,male,25,7.05,M,S,1
886,0,3,Mrs,female,39,29.125,M,Q,6
887,0,2,Other,male,27,13.0,M,S,1
888,1,1,Miss,female,19,30.0,B,S,1
889,0,3,Miss,female,21,23.45,M,S,4
890,1,1,Mr,male,26,30.0,C,C,1
891,0,3,Mr,male,32,7.75,M,Q,1
